miRTarBase ID,miRNA,Species (miRNA),Target Gene,Target Gene (Entrez ID),Species (Target Gene),Experiments,Support Type,References (PMID)
MIRT003105,hsa-miR-122-5p,hsa,SLC7A1,6541.0,hsa,Luciferase reporter assay//Western blot,Functional MTI,17179747.0
MIRT003105,hsa-miR-122-5p,hsa,SLC7A1,6541.0,hsa,Luciferase reporter assay//Western blot,Functional MTI,17179747.0
MIRT003105,hsa-miR-122-5p,hsa,SLC7A1,6541.0,hsa,Luciferase reporter assay//Western blot,Functional MTI,17179747.0
MIRT003112,hsa-miR-122-5p,hsa,ADAM17,6868.0,hsa,Luciferase reporter assay//qRT-PCR,Functional MTI,19296470.0
MIRT003111,hsa-miR-122-5p,hsa,NUMBL,9253.0,hsa,Luciferase reporter assay//qRT-PCR,Functional MTI,19296470.0
MIRT003107,hsa-miR-122-5p,hsa,FOXJ3,22887.0,hsa,Luciferase reporter assay//qRT-PCR,Functional MTI,19296470.0
MIRT003106,hsa-miR-122-5p,hsa,XPO6,23214.0,hsa,Luciferase reporter assay//qRT-PCR,Functional MTI,19296470.0
MIRT003105,hsa-miR-122-5p,hsa,SLC7A1,6541.0,hsa,Luciferase reporter assay//qRT-PCR,Functional MTI,19296470.0
MIRT003104,hsa-miR-122-5p,hsa,AP3M2,10947.0,hsa,Luciferase reporter assay//qRT-PCR,Functional MTI,19296470.0
MIRT003103,hsa-miR-122-5p,hsa,G6PC3,92579.0,hsa,Luciferase reporter assay//qRT-PCR,Functional MTI,19296470.0
MIRT003102,hsa-miR-122-5p,hsa,GALNT10,55568.0,hsa,Luciferase reporter assay//qRT-PCR,Functional MTI,19296470.0
MIRT003727,hsa-miR-122-5p,hsa,DSTYK,25778.0,hsa,Luciferase reporter assay//qRT-PCR,Functional MTI,19296470.0
MIRT003100,hsa-miR-122-5p,hsa,TPD52L2,7165.0,hsa,Luciferase reporter assay//qRT-PCR,Functional MTI,19296470.0
MIRT003099,hsa-miR-122-5p,hsa,AKT3,10000.0,hsa,Luciferase reporter assay//qRT-PCR,Functional MTI,19296470.0
MIRT003098,hsa-miR-122-5p,hsa,FUNDC2,65991.0,hsa,Luciferase reporter assay//qRT-PCR,Functional MTI,19296470.0
MIRT003098,hsa-miR-122-5p,hsa,FUNDC2,65991.0,hsa,Luciferase reporter assay//qRT-PCR,Functional MTI,19296470.0
MIRT003097,hsa-miR-122-5p,hsa,MAPK11,5600.0,hsa,Luciferase reporter assay//qRT-PCR,Functional MTI,19296470.0
MIRT003728,hsa-miR-122-5p,hsa,FAM117B,150864.0,hsa,Luciferase reporter assay//qRT-PCR,Functional MTI,19296470.0
MIRT003095,hsa-miR-122-5p,hsa,ATP1A2,477.0,hsa,Luciferase reporter assay//qRT-PCR,Functional MTI,19296470.0
MIRT003112,hsa-miR-122-5p,hsa,ADAM17,6868.0,hsa,Luciferase reporter assay//qRT-PCR,Functional MTI,19296470.0
MIRT003094,hsa-miR-122-5p,hsa,DUSP2,1844.0,hsa,Luciferase reporter assay//qRT-PCR,Functional MTI,19296470.0
MIRT003093,hsa-miR-122-5p,hsa,AACS,65985.0,hsa,Luciferase reporter assay//qRT-PCR,Functional MTI,19296470.0
MIRT003092,hsa-miR-122-5p,hsa,TBX19,9095.0,hsa,Luciferase reporter assay//qRT-PCR,Functional MTI,19296470.0
MIRT003091,hsa-miR-122-5p,hsa,UBAP2,55833.0,hsa,Luciferase reporter assay//qRT-PCR,Functional MTI,19296470.0
MIRT003110,hsa-miR-122-5p,hsa,EGLN3,112399.0,hsa,Luciferase reporter assay//qRT-PCR,Functional MTI,19296470.0
MIRT003090,hsa-miR-122-5p,hsa,NCAM1,4684.0,hsa,Luciferase reporter assay//qRT-PCR,Functional MTI,19296470.0
MIRT003089,hsa-miR-122-5p,hsa,MECP2,4204.0,hsa,Luciferase reporter assay//qRT-PCR,Functional MTI,19296470.0
MIRT003088,hsa-miR-122-5p,hsa,FOXP1,27086.0,hsa,Luciferase reporter assay//qRT-PCR,Functional MTI,19296470.0
MIRT003087,hsa-miR-122-5p,hsa,RAB11FIP1,80223.0,hsa,Luciferase reporter assay//qRT-PCR,Functional MTI,19296470.0
MIRT003086,hsa-miR-122-5p,hsa,RAB6B,51560.0,hsa,Luciferase reporter assay//qRT-PCR,Functional MTI,19296470.0
MIRT003109,hsa-miR-122-5p,hsa,TRIB1,10221.0,hsa,Luciferase reporter assay//qRT-PCR,Functional MTI,19296470.0
MIRT003085,hsa-miR-122-5p,hsa,ALDOA,226.0,hsa,Luciferase reporter assay//qRT-PCR,Functional MTI,19296470.0
MIRT003084,hsa-miR-122-5p,hsa,ANXA11,311.0,hsa,Luciferase reporter assay//qRT-PCR,Functional MTI,19296470.0
MIRT003083,hsa-miR-122-5p,hsa,ENTPD4,9583.0,hsa,Luciferase reporter assay//qRT-PCR,Functional MTI,19296470.0
MIRT003082,hsa-miR-122-5p,hsa,NFATC2IP,84901.0,hsa,Luciferase reporter assay//qRT-PCR,Functional MTI,19296470.0
MIRT003081,hsa-miR-122-5p,hsa,ANK2,287.0,hsa,Luciferase reporter assay//qRT-PCR,Functional MTI,19296470.0
MIRT003108,hsa-miR-122-5p,hsa,SLC7A11,23657.0,hsa,Luciferase reporter assay//qRT-PCR,Functional MTI,19296470.0
MIRT003080,hsa-miR-122-5p,hsa,GYS1,2997.0,hsa,qRT-PCR//Western blot//Northern blot,Functional MTI,18073344.0
MIRT003079,hsa-miR-122-5p,hsa,GTF2B,2959.0,hsa,qRT-PCR,Functional MTI (Weak),18073344.0
MIRT003105,hsa-miR-122-5p,hsa,SLC7A1,6541.0,hsa,Northern blot,Functional MTI (Weak),18073344.0
MIRT003085,hsa-miR-122-5p,hsa,ALDOA,226.0,hsa,Northern blot,Functional MTI (Weak),18073344.0
MIRT003741,hsa-miR-17-5p,hsa,RUNX1,861.0,hsa,Luciferase reporter assay,Functional MTI,17589498.0
MIRT003015,hsa-miR-17-5p,hsa,MEF2D,4209.0,hsa,Luciferase reporter assay,Functional MTI,19666108.0
MIRT003014,hsa-miR-17-5p,hsa,BCL2,596.0,hsa,Luciferase reporter assay,Functional MTI,19666108.0
MIRT003013,hsa-miR-17-5p,hsa,MAP3K12,7786.0,hsa,Luciferase reporter assay,Functional MTI,19666108.0
MIRT003006,hsa-miR-122-5p,hsa,CCNG1,900.0,hsa,Reporter assay,Functional MTI (Weak),17616664.0
MIRT003079,hsa-miR-122-5p,hsa,GTF2B,2959.0,hsa,qRT-PCR,Functional MTI (Weak),18073344.0
MIRT003741,hsa-miR-17-5p,hsa,RUNX1,861.0,hsa,Reporter assay//qRT-PCR//Western blot,Functional MTI,17589498.0
MIRT002024,hsa-miR-210-3p,hsa,EFNA3,1944.0,hsa,Luciferase reporter assay//Western blot,Functional MTI,18417479.0
MIRT001992,hsa-miR-182-5p,hsa,ADCY6,112.0,hsa,Luciferase reporter assay,Functional MTI,17597072.0
MIRT001992,hsa-miR-182-5p,hsa,ADCY6,112.0,hsa,Luciferase reporter assay,Functional MTI,17597072.0
MIRT001992,hsa-miR-182-5p,hsa,ADCY6,112.0,hsa,Luciferase reporter assay,Functional MTI,17597072.0
MIRT001992,hsa-miR-182-5p,hsa,ADCY6,112.0,hsa,Luciferase reporter assay,Functional MTI,17597072.0
MIRT001992,hsa-miR-182-5p,hsa,ADCY6,112.0,hsa,Luciferase reporter assay,Functional MTI,17597072.0
MIRT001992,hsa-miR-182-5p,hsa,ADCY6,112.0,hsa,Luciferase reporter assay,Functional MTI,17597072.0
MIRT001990,hsa-miR-182-5p,hsa,MITF,4286.0,hsa,Luciferase reporter assay,Functional MTI,17597072.0
MIRT001990,hsa-miR-182-5p,hsa,MITF,4286.0,hsa,Luciferase reporter assay,Functional MTI,17597072.0
MIRT001990,hsa-miR-182-5p,hsa,MITF,4286.0,hsa,Luciferase reporter assay,Functional MTI,17597072.0
MIRT001990,hsa-miR-182-5p,hsa,MITF,4286.0,hsa,Luciferase reporter assay,Functional MTI,17597072.0
MIRT002024,hsa-miR-210-3p,hsa,EFNA3,1944.0,hsa,Luciferase reporter assay,Functional MTI,18539147.0
MIRT001930,hsa-miR-210-3p,hsa,NPTX1,4884.0,hsa,Luciferase reporter assay,Functional MTI,18539147.0
MIRT001920,hsa-miR-146a-5p,hsa,BRCA1,672.0,hsa,Luciferase reporter assay,Functional MTI,18660546.0
MIRT001919,hsa-miR-146a-5p,hsa,BRCA2,675.0,hsa,Luciferase reporter assay,Functional MTI,18660546.0
MIRT000600,hsa-miR-17-5p,hsa,CDKN1A,1026.0,hsa,qRT-PCR//Luciferase reporter assay//Western blot,Functional MTI,18212054.0
MIRT004072,hsa-miR-20b-5p,hsa,ARID4B,51742.0,hsa,Luciferase reporter assay,Functional MTI,17575136.0
MIRT001783,hsa-miR-20b-5p,hsa,MYLIP,29116.0,hsa,Luciferase reporter assay,Functional MTI,17575136.0
MIRT001782,hsa-miR-20b-5p,hsa,HIPK3,10114.0,hsa,Luciferase reporter assay,Functional MTI,17575136.0
MIRT000596,hsa-miR-20b-5p,hsa,CDKN1A,1026.0,hsa,qRT-PCR//Luciferase reporter assay//Western blot,Functional MTI,18212054.0
MIRT001229,hsa-let-7b-5p,hsa,CDC34,997.0,hsa,Luciferase reporter assay//Western blot,Functional MTI,19126550.0
MIRT001229,hsa-let-7b-5p,hsa,CDC34,997.0,hsa,Luciferase reporter assay//Western blot,Functional MTI,19126550.0
MIRT001222,hsa-miR-182-5p,hsa,RARG,5916.0,hsa,Luciferase reporter assay//Western blot,Functional MTI,19782699.0
MIRT001222,hsa-miR-182-5p,hsa,RARG,5916.0,hsa,Luciferase reporter assay//Western blot,Functional MTI,19782699.0
MIRT001209,hsa-miR-494-3p,hsa,PTEN,5728.0,hsa,qRT-PCR//Luciferase reporter assay//Western blot,Functional MTI,20006626.0
MIRT001209,hsa-miR-494-3p,hsa,PTEN,5728.0,hsa,qRT-PCR//Luciferase reporter assay//Western blot,Functional MTI,20006626.0
MIRT001206,hsa-miR-17-5p,hsa,BCL2L11,10018.0,hsa,Luciferase reporter assay//Western blot,Functional MTI,19136465.0
MIRT001206,hsa-miR-17-5p,hsa,BCL2L11,10018.0,hsa,Luciferase reporter assay//Western blot,Functional MTI,19136465.0
MIRT001206,hsa-miR-17-5p,hsa,BCL2L11,10018.0,hsa,Luciferase reporter assay//Western blot,Functional MTI,19136465.0
MIRT004285,hsa-miR-491-5p,hsa,BCL2L1,598.0,hsa,Luciferase reporter assay//Western blot,Functional MTI,20039318.0
MIRT001175,hsa-miR-200a-3p,hsa,CTNNB1,1499.0,hsa,qRT-PCR//Luciferase reporter assay//Western blot,Functional MTI,19703993.0
MIRT002480,hsa-miR-200a-3p,hsa,ZEB1,6935.0,hsa,qRT-PCR//Western blot,Functional MTI,19703993.0
MIRT001035,hsa-miR-200a-3p,hsa,ZEB2,9839.0,hsa,qRT-PCR//Western blot,Functional MTI,19703993.0
MIRT000671,hsa-miR-182-5p,hsa,FOXO3,2309.0,hsa,Luciferase reporter assay//Western blot,Functional MTI,19188590.0
MIRT000671,hsa-miR-182-5p,hsa,FOXO3,2309.0,hsa,Luciferase reporter assay//Western blot,Functional MTI,19188590.0
MIRT001990,hsa-miR-182-5p,hsa,MITF,4286.0,hsa,Luciferase reporter assay//Western blot,Functional MTI,19188590.0
MIRT001990,hsa-miR-182-5p,hsa,MITF,4286.0,hsa,Luciferase reporter assay//Western blot,Functional MTI,19188590.0
MIRT001990,hsa-miR-182-5p,hsa,MITF,4286.0,hsa,Luciferase reporter assay//Western blot,Functional MTI,19188590.0
MIRT001158,hsa-miR-17-5p,hsa,PKD2,5311.0,hsa,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,19821056.0
MIRT001158,hsa-miR-17-5p,hsa,PKD2,5311.0,hsa,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,19821056.0
MIRT003105,hsa-miR-122-5p,hsa,SLC7A1,6541.0,hsa,Luciferase reporter assay,Functional MTI,16777601.0
MIRT003105,hsa-miR-122-5p,hsa,SLC7A1,6541.0,hsa,Luciferase reporter assay,Functional MTI,16777601.0
MIRT003105,hsa-miR-122-5p,hsa,SLC7A1,6541.0,hsa,Luciferase reporter assay,Functional MTI,16777601.0
MIRT003834,hsa-let-7b-5p,hsa,LIN28B,389421.0,hsa,Luciferase reporter assay,Functional MTI,16971064.0
MIRT003834,hsa-let-7b-5p,hsa,LIN28B,389421.0,hsa,Luciferase reporter assay,Functional MTI,16971064.0
MIRT004313,hsa-miR-20b-5p,hsa,ESR1,2099.0,hsa,Western blot,Functional MTI,19706389.0
MIRT004313,hsa-miR-20b-5p,hsa,ESR1,2099.0,hsa,qRT-PCR,Functional MTI (Weak),19706389.0
MIRT004313,hsa-miR-20b-5p,hsa,ESR1,2099.0,hsa,Luciferase reporter assay,Functional MTI,19706389.0
MIRT000577,hsa-miR-93-5p,hsa,CDKN1A,1026.0,hsa,qRT-PCR//Luciferase reporter assay//Western blot,Functional MTI,19153141.0
MIRT001086,hsa-miR-182-5p,hsa,FOXO1,2308.0,hsa,qRT-PCR//Luciferase reporter assay//Western blot,Functional MTI,19574223.0
MIRT001074,hsa-miR-370-3p,hsa,MAP3K8,1326.0,hsa,Luciferase reporter assay//Western blot,Functional MTI,17621267.0
MIRT002480,hsa-miR-200a-3p,hsa,ZEB1,6935.0,hsa,qRT-PCR//Luciferase reporter assay//Western blot,Functional MTI,18381893.0
MIRT001035,hsa-miR-200a-3p,hsa,ZEB2,9839.0,hsa,qRT-PCR//Luciferase reporter assay//Western blot,Functional MTI,18381893.0
MIRT004332,hsa-miR-93-5p,hsa,KAT2B,8850.0,hsa,Western blot//Luciferase reporter assay,Functional MTI,18728182.0
MIRT000977,hsa-miR-17-5p,hsa,PTPRO,5800.0,hsa,Luciferase reporter assay//Western blot,Functional MTI,18644370.0
MIRT004359,hsa-miR-17-5p,hsa,MAPK9,5601.0,hsa,qRT-PCR//Luciferase reporter assay//Western blot,Functional MTI,18700987.0
MIRT000955,hsa-miR-148a-3p,hsa,DNMT3B,1789.0,hsa,GFP reporter assay//Western blot//qRT-PCR,Functional MTI,18367714.0
MIRT000955,hsa-miR-148a-3p,hsa,DNMT3B,1789.0,hsa,GFP reporter assay//Western blot//qRT-PCR,Functional MTI,18367714.0
MIRT000945,hsa-miR-146a-5p,hsa,ROCK1,6093.0,hsa,flow//Western blot//Northern blot,Functional MTI,18174313.0
MIRT004364,hsa-miR-122-5p,hsa,BCL2L2,599.0,hsa,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,18692484.0
MIRT000774,hsa-miR-200a-3p,hsa,RAB30,27314.0,hsa,Microarray//Northern blot,Functional MTI (Weak),16331254.0
MIRT000773,hsa-miR-200a-3p,hsa,PCDH8,5100.0,hsa,Microarray//Northern blot,Functional MTI (Weak),16331254.0
MIRT000772,hsa-miR-200a-3p,hsa,G3BP2,9908.0,hsa,Microarray//Northern blot,Functional MTI (Weak),16331254.0
MIRT004400,hsa-miR-200a-3p,hsa,PSMD2,5708.0,hsa,Microarray//Northern blot,Functional MTI (Weak),16331254.0
MIRT000730,hsa-miR-200a-3p,hsa,BAP1,8314.0,hsa,Review,Functional MTI (Weak),19574400.0
MIRT001035,hsa-miR-200a-3p,hsa,ZEB2,9839.0,hsa,Review,Functional MTI (Weak),19574400.0
MIRT002480,hsa-miR-200a-3p,hsa,ZEB1,6935.0,hsa,Review,Functional MTI (Weak),19574400.0
MIRT001035,hsa-miR-200a-3p,hsa,ZEB2,9839.0,hsa,Review,Functional MTI (Weak),19574400.0
MIRT000717,hsa-miR-122-5p,hsa,RHOA,387.0,hsa,Luciferase reporter assay,Functional MTI,19617899.0
MIRT000600,hsa-miR-17-5p,hsa,CDKN1A,1026.0,hsa,qRT-PCR//Western blot//Northern blot,Functional MTI,18493594.0
MIRT001206,hsa-miR-17-5p,hsa,BCL2L11,10018.0,hsa,qRT-PCR//Western blot//Northern blot,Functional MTI,18493594.0
MIRT000712,hsa-miR-146a-5p,hsa,IRAK1,3654.0,hsa,Western blot//Northern blot,Functional MTI,18504431.0
MIRT000711,hsa-miR-146a-5p,hsa,TRAF6,7189.0,hsa,Western blot//Northern blot,Functional MTI,18504431.0
MIRT004410,hsa-miR-93-5p,hsa,TUSC2,11334.0,hsa,Luciferase reporter assay//Western blot,Functional MTI,19671678.0
MIRT001990,hsa-miR-182-5p,hsa,MITF,4286.0,hsa,Review,Functional MTI (Weak),19935707.0
MIRT000671,hsa-miR-182-5p,hsa,FOXO3,2309.0,hsa,Review,Functional MTI (Weak),19935707.0
MIRT003112,hsa-miR-122-5p,hsa,ADAM17,6868.0,hsa,Luciferase reporter assay//Review,Functional MTI,19935707.0
MIRT000717,hsa-miR-122-5p,hsa,RHOA,387.0,hsa,Luciferase reporter assay//Review,Functional MTI,19935707.0
MIRT000663,hsa-miR-122-5p,hsa,RAC1,5879.0,hsa,Luciferase reporter assay//Review,Functional MTI,19935707.0
MIRT000638,hsa-miR-146a-5p,hsa,FADD,8772.0,hsa,Luciferase reporter assay,Functional MTI,19965651.0
MIRT000711,hsa-miR-146a-5p,hsa,TRAF6,7189.0,hsa,Luciferase reporter assay//Western blot,Functional MTI,20061417.0
MIRT000712,hsa-miR-146a-5p,hsa,IRAK1,3654.0,hsa,Luciferase reporter assay//Western blot,Functional MTI,20061417.0
MIRT000600,hsa-miR-17-5p,hsa,CDKN1A,1026.0,hsa,qRT-PCR//Luciferase reporter assay//Western blot,Functional MTI,20190813.0
MIRT000596,hsa-miR-20b-5p,hsa,CDKN1A,1026.0,hsa,qRT-PCR//Luciferase reporter assay//Western blot,Functional MTI,20190813.0
MIRT000595,hsa-miR-28-5p,hsa,CDKN1A,1026.0,hsa,qRT-PCR//Luciferase reporter assay//Western blot,Functional MTI,20190813.0
MIRT000592,hsa-miR-345-5p,hsa,CDKN1A,1026.0,hsa,qRT-PCR//Luciferase reporter assay//Western blot,Functional MTI,20190813.0
MIRT000577,hsa-miR-93-5p,hsa,CDKN1A,1026.0,hsa,qRT-PCR//Luciferase reporter assay//Western blot,Functional MTI,20190813.0
MIRT000600,hsa-miR-17-5p,hsa,CDKN1A,1026.0,hsa,Review//Luciferase reporter assay//Western blot,Functional MTI,20227518.0
MIRT001206,hsa-miR-17-5p,hsa,BCL2L11,10018.0,hsa,Review//Luciferase reporter assay//Western blot,Functional MTI,20227518.0
MIRT000499,hsa-miR-17-5p,hsa,PTEN,5728.0,hsa,Review//Luciferase reporter assay//Western blot,Functional MTI,20227518.0
MIRT000498,hsa-miR-20b-5p,hsa,HIF1A,3091.0,hsa,qRT-PCR//ELISA//ChIP//Western blot,Functional MTI,20232316.0
MIRT000497,hsa-miR-20b-5p,hsa,STAT3,6774.0,hsa,qRT-PCR//ELISA//ChIP//Western blot,Functional MTI,20232316.0
MIRT000482,hsa-miR-17-5p,hsa,JAK1,3716.0,hsa,Luciferase reporter assay//Western blot,Functional MTI,20299512.0
MIRT000012,hsa-miR-122-5p,hsa,CYP7A1,1581.0,hsa,qRT-PCR//Luciferase reporter assay,Functional MTI,20351063.0
MIRT004494,hsa-miR-134-5p,hsa,ABCC1,4363.0,hsa,qRT-PCR//Western blot//Northern blot,Functional MTI,20371173.0
MIRT000711,hsa-miR-146a-5p,hsa,TRAF6,7189.0,hsa,qRT-PCR//flow//Luciferase reporter assay//Western blot,Functional MTI,20375304.0
MIRT000449,hsa-miR-146a-5p,hsa,TLR2,7097.0,hsa,qRT-PCR//flow//Luciferase reporter assay//Western blot,Functional MTI,20375304.0
MIRT004504,hsa-miR-148a-3p,hsa,RPS6KA5,9252.0,hsa,qRT-PCR//Luciferase reporter assay//Western blot,Functional MTI,20406806.0
MIRT004504,hsa-miR-148a-3p,hsa,RPS6KA5,9252.0,hsa,qRT-PCR//Luciferase reporter assay//Western blot,Functional MTI,20406806.0
MIRT004504,hsa-miR-148a-3p,hsa,RPS6KA5,9252.0,hsa,qRT-PCR//Luciferase reporter assay//Western blot,Functional MTI,20406806.0
MIRT001229,hsa-let-7b-5p,hsa,CDC34,997.0,hsa,Luciferase reporter assay,Functional MTI,19126550.0
MIRT004527,hsa-miR-122-5p,hsa,PRKAB1,5564.0,hsa,Luciferase reporter assay,Functional MTI,16459310.0
MIRT001920,hsa-miR-146a-5p,hsa,BRCA1,672.0,hsa,Luciferase reporter assay,Functional MTI,18660546.0
MIRT001919,hsa-miR-146a-5p,hsa,BRCA2,675.0,hsa,Luciferase reporter assay,Functional MTI,18660546.0
MIRT004459,hsa-miR-146a-5p,hsa,NFKB1,4790.0,hsa,Luciferase reporter assay,Functional MTI,18504431.0
MIRT000945,hsa-miR-146a-5p,hsa,ROCK1,6093.0,hsa,Luciferase reporter assay,Functional MTI,18174313.0
MIRT000297,hsa-miR-148a-3p,hsa,HLA-G,3135.0,hsa,Luciferase reporter assay,Functional MTI,17847008.0
MIRT000020,hsa-miR-148a-3p,hsa,DNMT1,1786.0,hsa,Luciferase reporter assay,Functional MTI,20146264.0
MIRT000600,hsa-miR-17-5p,hsa,CDKN1A,1026.0,hsa,Luciferase reporter assay,Functional MTI,18941111.0
MIRT000600,hsa-miR-17-5p,hsa,CDKN1A,1026.0,hsa,Luciferase reporter assay,Functional MTI,18941111.0
MIRT000263,hsa-miR-17-5p,hsa,YES1,7525.0,hsa,Luciferase reporter assay,Functional MTI,19734348.0
MIRT004525,hsa-miR-17-5p,hsa,DNAJC27,51277.0,hsa,Luciferase reporter assay,Functional MTI,19734348.0
MIRT000261,hsa-miR-17-5p,hsa,NPAT,4863.0,hsa,Luciferase reporter assay,Functional MTI,19734348.0
MIRT004529,hsa-miR-17-5p,hsa,FBXO31,79791.0,hsa,Luciferase reporter assay,Functional MTI,19734348.0
MIRT000259,hsa-miR-17-5p,hsa,NABP1,64859.0,hsa,Luciferase reporter assay,Functional MTI,19734348.0
MIRT000258,hsa-miR-17-5p,hsa,GPR137B,7107.0,hsa,Luciferase reporter assay,Functional MTI,19734348.0
MIRT000257,hsa-miR-17-5p,hsa,CCL1,6346.0,hsa,Luciferase reporter assay,Functional MTI,19734348.0
MIRT000256,hsa-miR-17-5p,hsa,ZNFX1,57169.0,hsa,Luciferase reporter assay,Functional MTI,19734348.0
MIRT001158,hsa-miR-17-5p,hsa,PKD2,5311.0,hsa,Luciferase reporter assay,Functional MTI,19821056.0
MIRT001206,hsa-miR-17-5p,hsa,BCL2L11,10018.0,hsa,Luciferase reporter assay,Functional MTI,18493594.0
MIRT000600,hsa-miR-17-5p,hsa,CDKN1A,1026.0,hsa,Luciferase reporter assay,Functional MTI,18493594.0
MIRT000977,hsa-miR-17-5p,hsa,PTPRO,5800.0,hsa,Luciferase reporter assay,Functional MTI,18644370.0
MIRT001086,hsa-miR-182-5p,hsa,FOXO1,2308.0,hsa,Luciferase reporter assay,Functional MTI,19574223.0
MIRT001175,hsa-miR-200a-3p,hsa,CTNNB1,1499.0,hsa,Luciferase reporter assay,Functional MTI,19703993.0
MIRT000204,hsa-miR-200a-3p,hsa,DLX5,1749.0,hsa,Luciferase reporter assay,Functional MTI,19454767.0
MIRT001035,hsa-miR-200a-3p,hsa,ZEB2,9839.0,hsa,Luciferase reporter assay,Functional MTI,18829540.0
MIRT002480,hsa-miR-200a-3p,hsa,ZEB1,6935.0,hsa,Luciferase reporter assay,Functional MTI,18829540.0
MIRT004524,hsa-miR-200a-3p,hsa,WASF3,10810.0,hsa,Luciferase reporter assay,Functional MTI,19801681.0
MIRT002480,hsa-miR-200a-3p,hsa,ZEB1,6935.0,hsa,Luciferase reporter assay,Functional MTI,19854497.0
MIRT001035,hsa-miR-200a-3p,hsa,ZEB2,9839.0,hsa,Luciferase reporter assay,Functional MTI,19854497.0
MIRT001783,hsa-miR-20b-5p,hsa,MYLIP,29116.0,hsa,Luciferase reporter assay,Functional MTI,17575136.0
MIRT002024,hsa-miR-210-3p,hsa,EFNA3,1944.0,hsa,Luciferase reporter assay,Functional MTI,18417479.0
MIRT000153,hsa-miR-210-3p,hsa,FGFRL1,53834.0,hsa,Luciferase reporter assay,Functional MTI,19782034.0
MIRT000152,hsa-miR-210-3p,hsa,HOXA1,3198.0,hsa,Luciferase reporter assay,Functional MTI,19782034.0
MIRT000151,hsa-miR-210-3p,hsa,PIM1,5292.0,hsa,Luciferase reporter assay,Functional MTI,19782034.0
MIRT000150,hsa-miR-210-3p,hsa,TP53I11,9537.0,hsa,Luciferase reporter assay,Functional MTI,19782034.0
MIRT000149,hsa-miR-210-3p,hsa,HOXA9,3205.0,hsa,Luciferase reporter assay,Functional MTI,19782034.0
MIRT001074,hsa-miR-370-3p,hsa,MAP3K8,1326.0,hsa,Luciferase reporter assay,Functional MTI,17621267.0
MIRT004410,hsa-miR-93-5p,hsa,TUSC2,11334.0,hsa,Luciferase reporter assay,Functional MTI,19671678.0
MIRT000577,hsa-miR-93-5p,hsa,CDKN1A,1026.0,hsa,Luciferase reporter assay,Functional MTI,19153141.0
MIRT004332,hsa-miR-93-5p,hsa,KAT2B,8850.0,hsa,Luciferase reporter assay,Functional MTI,18728182.0
MIRT000020,hsa-miR-148a-3p,hsa,DNMT1,1786.0,hsa,qRT-PCR//Luciferase reporter assay//Western blot,Functional MTI,20483747.0
MIRT004535,hsa-miR-370-3p,hsa,CPT1A,1374.0,hsa,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,20124555.0
MIRT000012,hsa-miR-122-5p,hsa,CYP7A1,1581.0,hsa,qRT-PCR//Luciferase reporter assay,Functional MTI,20351063.0
MIRT000006,hsa-miR-146a-5p,hsa,CXCR4,7852.0,hsa,qRT-PCR//Luciferase reporter assay//Western blot,Functional MTI,18568019.0
MIRT000006,hsa-miR-146a-5p,hsa,CXCR4,7852.0,hsa,qRT-PCR//Luciferase reporter assay//Western blot,Functional MTI,18568019.0
MIRT000006,hsa-miR-146a-5p,hsa,CXCR4,7852.0,hsa,qRT-PCR//Luciferase reporter assay//Western blot,Functional MTI,18568019.0
MIRT000006,hsa-miR-146a-5p,hsa,CXCR4,7852.0,hsa,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,18568019.0
MIRT000006,hsa-miR-146a-5p,hsa,CXCR4,7852.0,hsa,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,18568019.0
MIRT000006,hsa-miR-146a-5p,hsa,CXCR4,7852.0,hsa,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,18568019.0
MIRT004549,hsa-miR-200a-3p,hsa,TFRC,7037.0,hsa,Northern blot,Functional MTI (Weak),19135902.0
MIRT003601,hsa-miR-182-5p,hsa,EP300,2033.0,hsa,Microarray,Functional MTI (Weak),19569050.0
MIRT001206,hsa-miR-17-5p,hsa,BCL2L11,10018.0,hsa,Review,Functional MTI (Weak),19815577.0
MIRT004572,hsa-miR-93-5p,hsa,BCL2L11,10018.0,hsa,Review,Functional MTI (Weak),19815577.0
MIRT002472,hsa-miR-93-5p,hsa,E2F1,1869.0,hsa,Review,Functional MTI (Weak),19815577.0
MIRT002480,hsa-miR-200a-3p,hsa,ZEB1,6935.0,hsa,qRT-PCR,Functional MTI (Weak),19854497.0
MIRT001035,hsa-miR-200a-3p,hsa,ZEB2,9839.0,hsa,qRT-PCR,Functional MTI (Weak),19854497.0
MIRT001035,hsa-miR-200a-3p,hsa,ZEB2,9839.0,hsa,Luciferase reporter assay,Functional MTI,19854497.0
MIRT000711,hsa-miR-146a-5p,hsa,TRAF6,7189.0,hsa,qRT-PCR,Functional MTI (Weak),18759964.0
MIRT000712,hsa-miR-146a-5p,hsa,IRAK1,3654.0,hsa,qRT-PCR,Functional MTI (Weak),18759964.0
MIRT001035,hsa-miR-200a-3p,hsa,ZEB2,9839.0,hsa,intrarenal expression,Functional MTI (Weak),19910931.0
